Paper title,Author(s),Date published,Link to paper
Toward Optimal LLM Alignments Using Two-Player Games,"Rui Zheng, Hongyi Guo, Zhihan Liu, Xiaoying Zhang, Yuanshun Yao, Xiaojun Xu, Zhaoran Wang, Zhiheng Xi, Tao Gui, Qi Zhang, Xuanjing Huang, Hang Li, Yang Liu",Jun 2024,https://arxiv.org/abs/2406.10977
Unveiling the Safety of GPT-4o: An Empirical Study using Jailbreak Attacks,"Zonghao Ying, Aishan Liu, Xianglong Liu, Dacheng Tao",Jun 2024,https://arxiv.org/abs/2406.06302
Legend: Leveraging Representation Engineering to Annotate Safety Margin for Preference Datasets,"Duanyu Feng, Bowen Qin, Chen Huang, Youcheng Huang, Zheng Zhang, Wenqiang Lei",Jun 2024,https://arxiv.org/abs/2406.08124
BadAgent: Inserting and Activating Backdoor Attacks in LLM Agents,"Yifei Wang, Dizhan Xue, Shengjie Zhang, Shengsheng Qian",Jun 2024,https://arxiv.org/abs/2406.03007
Sycophancy to subterfuge: Investigating reward tampering in language models,"Carson Denison, Monte MacDiarmid, Fazl Barez, David Duvenaud, Shauna Kravec, Samuel Marks, Nicholas Schiefer, Ryan Soklaski, Alex Tamkin, Jared Kaplan, Buck Shlegeris, Samuel R. Bowman, Ethan Perez, Evan Hubinger",Jun 2024,https://www.anthropic.com/research/reward-tampering
Weight-based Decomposition: A Case for Bilinear MLPs,"Michael T Pearce, Thomas Dooms, Alice Rigg",Jun 2024,https://openreview.net/forum?id=F5aRMT4lTq
Scaling and evaluating sparse autoencoders,"Leo Gao, Tom Dupré la Tour, Henk Tillman, Gabriel Goh. Rajan Troll, Alec Radford, Ilya Sutskever, Jan Leike, Jeffrey Wu",Jun 2024,https://arxiv.org/pdf/2406.04093
Evidence of Learned Look-Ahead in a Chess-Playing Neural Network,"Erik Jenner, Shreyas Kapur, Vasil Georgiev, Cameron Allen, Scott Emmons, Stuart Russell",Jun 2024,https://arxiv.org/pdf/2406.00877
Inference-Time Intervention: Eliciting Truthful Answers from a Language Mode,"Kenneth Li, Oam Patel, Fernanda Viégas, Hanspeter Pfister, Martin Wattenberg",Jun 2024,https://arxiv.org/pdf/2306.03341
Emergent world representations: Exploring a sequence model trained on a synthetic task,"Kenneth Li, Aspen K. Hopkins, David Bau, Fernanda Viegas,Hanspeter Pfister, Martin Wattenberg",Jun 2024,https://arxiv.org/pdf/2210.13382
Covert Malicious Finetuning: Challenges in Safeguarding LLM Adaptation,"Danny Halawi, Alexander Wei, Eric Wallace, Tony Wang, Nika Haghtalab, Jacob Steinhardt",Jun 2024,https://arxiv.org/abs/2406.20053
What Matters in Detecting AI-Generated Videos like Sora?,"Chirui Chang, Zhengzhe Liu, Xiaoyang Lyu, Xiaojuan Qi",Jun 2024,https://arxiv.org/abs/2406.19568
"Detecting Machine-Generated Texts: Not Just ""AI vs Humans"" and Explainability is Complicated","Jiazhou Ji, Ruizhe Li, Shujun Li, Jie Guo, Weidong Qiu, Zheng Huang, Chiyu Chen, Xiaoyu Jiang, Xinru Lu",Jun 2024,https://arxiv.org/abs/2406.18259
AI Risk Categorization Decoded (AIR 2024): From Government Regulations to Corporate Policies,"Yi Zeng, Kevin Klyman, Andy Zhou, Yu Yang, Minzhou Pan, Ruoxi Jia, Dawn Song, Percy Liang, Bo Li",Jun 2024,https://arxiv.org/abs/2406.17864
CoSafe: Evaluating Large Language Model Safety in Multi-Turn Dialogue Coreference,"Erxin Yu, Jing Li, Ming Liao, Siqi Wang, Zuchen Gao, Fei Mi, Lanqing Hong",Jun 2024,https://arxiv.org/abs/2406.17626
The FineWeb Datasets: Decanting the Web for the Finest Text Data at Scale,"Guilherme Penedo, Hynek Kydlíček, Loubna Ben allal, Anton Lozhkov, Margaret Mitchell, Colin Raffel, Leandro Von Werra, Thomas Wolf",Jun 2024,https://arxiv.org/abs/2406.17557
Raising the Bar: Investigating the Values of Large Language Models via Generative Evolving Testing,"Han Jiang, Xiaoyuan Yi, Zhihua Wei, Ziang Xiao, Shu Wang, Xing Xie",Jun 2024,https://arxiv.org/abs/2406.14230
Finding Safety Neurons in Large Language Models,"Jianhui Chen, Xiaozhi Wang, Zijun Yao, Yushi Bai, Lei Hou, Juanzi Li",Jun 2024,https://arxiv.org/abs/2406.14144
BeHonest: Benchmarking Honesty in Large Language Models,"Steffi Chern, Zhulin Hu, Yuqing Yang, Ethan Chern, Yuan Guo, Jiahe Jin, Binjie Wang, Pengfei Liu",Jun 2024,https://arxiv.org/abs/2406.13261
Refusal in Language Models Is Mediated by a Single Direction,"Andy Arditi, Oscar Obeso, Aaquib Syed, Daniel Paleka, Nina Panickssery, Wes Gurnee, Neel Nanda",Jun 2024,https://arxiv.org/abs/2406.11717
Multimodal Structured Generation: CVPR's 2nd MMFM Challenge Technical Report,Franz Louis Cesista,Jun 2024,https://arxiv.org/abs/2406.11403
Unpacking DPO and PPO: Disentangling Best Practices for Learning from Preference Feedback,"Hamish Ivison, Yizhong Wang, Jiacheng Liu, Zeqiu Wu, Valentina Pyatkin, Nathan Lambert, Noah A. Smith, Yejin Choi, Hannaneh Hajishirzi",Jun 2024,https://arxiv.org/abs/2406.09279
MLLMGuard: A Multi-dimensional Safety Evaluation Suite for Multimodal Large Language Models,"Tianle Gu, Zeyang Zhou, Kexin Huang, Dandan Liang, Yixu Wang, Haiquan Zhao, Yuanqi Yao, Xingge Qiao, Keqing Wang, Yujiu Yang, Yan Teng, Yu Qiao, Yingchun Wang",Jun 2024,https://arxiv.org/abs/2406.07594
MultiTrust: A Comprehensive Benchmark Towards Trustworthy Multimodal Large Language Models,"Yichi Zhang, Yao Huang, Yitong Sun, Chang Liu, Zhe Zhao, Zhengwei Fang, Yifan Wang, Huanran Chen, Xiao Yang, Xingxing Wei, Hang Su, Yinpeng Dong, Jun Zhu",Jun 2024,https://arxiv.org/abs/2406.07057
From Redundancy to Relevance: Enhancing Explainability in Multimodal Large Language Models,"Xiaofeng Zhang, Yihao Quan, Chen Shen, Xiaosong Yuan, Shaotian Yan, Liang Xie, Wenxiao Wang, Chaochen Gu, Hao Tang, Jieping Ye",Jun 2024,https://arxiv.org/abs/2406.06579
Language Models Resist Alignment,"Jiaming Ji, Kaile Wang, Tianyi Qiu, Boyuan Chen, Jiayi Zhou, Changye Li, Hantao Lou, Josef Dai, Yunhuai Liu, Yaodong Yang",Jun 2024,https://arxiv.org/abs/2406.06144
How Alignment and Jailbreak Work: Explain LLM Safety through Intermediate Hidden States,"Zhenhong Zhou, Haiyang Yu, Xinghua Zhang, Rongwu Xu, Fei Huang, Yongbin Li",Jun 2024,https://arxiv.org/abs/2406.05644
CRiskEval: A Chinese Multi-Level Risk Evaluation Benchmark Dataset for Large Language Models,"Ling Shi, Deyi Xiong",Jun 2024,https://arxiv.org/abs/2406.04752
Improving Alignment and Robustness with Circuit Breakers,"Andy Zou, Long Phan, Justin Wang, Derek Duenas, Maxwell Lin, Maksym Andriushchenko, Rowan Wang, Zico Kolter, Matt Fredrikson, Dan Hendrycks",Jun 2024,https://arxiv.org/abs/2406.04313
Quantifying Misalignment Between Agents: Towards a Sociotechnical Understanding of Alignment,"Aidan Kierans, Avijit Ghosh, Hananel Hazan, Shiri Dori-Hacohen",Jun 2024,https://arxiv.org/abs/2406.04231
Scaling Laws for Reward Model Overoptimization in Direct Alignment Algorithms,"Rafael Rafailov, Yaswanth Chittepu, Ryan Park, Harshit Sikchi, Joey Hejna, Bradley Knox, Chelsea Finn, Scott Niekum",Jun 2024,https://arxiv.org/abs/2406.02900
Do Large Language Models Perform the Way People Expect? Measuring the Human Generalization Function,"Keyon Vafa, Ashesh Rambachan, Sendhil Mullainathan",Jun 2024,https://arxiv.org/abs/2406.01382
Towards Scalable Automated Alignment of LLMs: A Survey,"Boxi Cao, Keming Lu, Xinyu Lu, Jiawei Chen, Mengjie Ren, Hao Xiang, Peilin Liu, Yaojie Lu, Ben He, Xianpei Han, Le Sun, Hongyu Lin, Bowen Yu",Jun 2024,https://arxiv.org/abs/2406.01252
Are AI-Generated Text Detectors Robust to Adversarial Perturbations?,"Guanhua Huang, Yuchen Zhang, Zhe Li, Yongjian You, Mingze Wang, Zhouwang Yang",Jun 2024,https://arxiv.org/abs/2406.01179
White-box Multimodal Jailbreaks Against Large Vision-Language Models,"Ruofan Wang, Xingjun Ma, Hanxu Zhou, Chuanjun Ji, Guangnan Ye, Yu-Gang Jiang",May 2024,https://arxiv.org/abs/2405.17894
MoGU: A Framework for Enhancing Safety of Open-Sourced LLMs While Preserving Their Usability,"Yanrui Du, Sendong Zhao, Danyang Zhao, Ming Ma, Yuhan Chen, Liangyu Huo, Qing Yang, Dongliang Xu, Bing Qin",May 2024,https://arxiv.org/abs/2405.14488
Mechanistically Eliciting Latent Behaviors in Language Models,"Andrew Mack, Alex Turner",May 2024,https://www.alignmentforum.org/posts/ioPnHKFyy4Cw2Gr2x/mechanistically-eliciting-latent-behaviors-in-language-1
Scaling Monosemanticity: Extracting Interpretable Features from Claude 3 Sonnet,"Adly Templeton, Tom Conerly, Jonathan Marcus, Jack Lindsey, Trenton Bricken, Brian Chen, Adam Pearce, Craig Citro, Emmanuel Ameisen, Andy Jones, Hoagy Cunningham, Nicholas L Turner, Callum McDougall, Monte MacDiarmid, Alex Tamkin, Esin Durmus, Tristan Hume, Francesco Mosconi, C. Daniel Freeman, Theodore R. Sumers, Edward Rees, Joshua Batson, Adam Jermyn, Shan Carter, Chris Olah, Tom Henighan",May 2024,https://transformer-circuits.pub/2024/scaling-monosemanticity/
The WMDP Benchmark: Measuring and Reducing Malicious Use With Unlearning,"Nathaniel Li, Alexander Pan, Anjali Gopal, Summer Yue, Daniel Berrios, Alice Gatti, Justin D. Li, Ann-Kathrin Dombrowski, Shashwat Goel, Long Phan, Gabriel Mukobi, Nathan Helm-Burger, Rassin Lababidi, Lennart Justen, Andrew B. Liu, Michael Chen, Isabelle Barrass, Oliver Zhang, Xiaoyuan Zhu, Rishub Tamirisa, Bhrugu Bharathi, Adam Khoja, Zhenqi Zhao, Ariel Herbert-Voss, Cort B. Breuer, Samuel Marks, Oam Patel, Andy Zou, Mantas Mazeika, Zifan Wang, Palash Oswal, Weiran Lin, Adam A. Hunt, Justin Tienken-Harder, Kevin Y. Shih, Kemper Talley, John Guan, Russell Kaplan, Ian Steneker, David Campbell, Brad Jokubaitis, Alex Levinson, Jean Wang, William Qian, Kallol Krishna Karmakar, Steven Basart, Stephen Fitz, Mindy Levine, Ponnurangam Kumaraguru, Uday Tupakula, Vijay Varadharajan, Ruoyu Wang, Yan Shoshitaishvili, Jimmy Ba, Kevin M. Esvelt, Alexandr Wang, Dan Hendrycks",May 2024,https://arxiv.org/pdf/2403.03218#page=8
Black-Box Access is Insufficient for Rigorous AI Audits,"Stephen Casper, Carson Ezell, Charlotte Siegmann, Noam Kolt, Taylor Lynn Curtis, Benjamin Bucknall, Andreas Haupt, Kevin Wei, Jérémy Scheurer, Marius Hobbhahn, Lee Sharkey, Satyapriya Krishna, Marvin Von Hagen, Silas Alberti, Alan Chan, Qinyi Sun, Michael Gerovitch, David Bau, Max Tegmark, David Krueger, Dylan Hadfield-Menell",May 2024,https://arxiv.org/pdf/2401.14446
Managing extreme AI risks amid rapid progress,"Yoshua Bengio, Geoffrey Hinton, Andrew Yao, Dawn Song, Pieter Abbeel, Trevor Darrell, Yuval Noah Harari, Ya-Qin Zhang, Lan Xue, Shai Shalev-Shwartz, Gillian Hadfield, Jeff Clune, Tegan Maharaj, Frank Hutter, Atılım Gunes Baydin, Sheila McIlraith, Qiqi Gao, Ashwin Acharya, David Krueger, Anca Dragan, Philip Torr, Stuart Russell, Daniel Kahneman, Jan Brauner, Soren Mindermann",May 2024,https://arxiv.org/pdf/2310.17688
Locking Machine Learning Models into Hardware,"Eleanor Clifford, Adhithya Saravanan, Harry Langford, Cheng Zhang, Yiren Zhao, Robert Mullins, Ilia Shumailov, Jamie Hayes",May 2024,https://arxiv.org/abs/2405.20990
DeMamba: AI-Generated Video Detection on Million-Scale GenVideo Benchmark,"Haoxing Chen, Yan Hong, Zizheng Huang, Zhuoer Xu, Zhangxuan Gu, Yaohui Li, Jun Lan, Huijia Zhu, Jianfu Zhang, Weiqiang Wang, Huaxiong Li",May 2024,https://arxiv.org/abs/2405.19707
Stress-Testing Capability Elicitation With Password-Locked Models,"Ryan Greenblatt, Fabien Roger, Dmitrii Krasheninnikov, David Krueger",May 2024,https://arxiv.org/abs/2405.19550
RLAIF-V: Aligning MLLMs through Open-Source AI Feedback for Super GPT-4V Trustworthiness,"Tianyu Yu, Haoye Zhang, Qiming Li, Qixin Xu, Yuan Yao, Da Chen, Xiaoman Lu, Ganqu Cui, Yunkai Dang, Taiwen He, Xiaocheng Feng, Jun Song, Bo Zheng, Zhiyuan Liu, Tat-Seng Chua, Maosong Sun",May 2024,https://arxiv.org/abs/2405.17220
Distinguish Any Fake Videos: Unleashing the Power of Large-scale Data and Motion Features,"Lichuan Ji, Yingqi Lin, Zhenhua Huang, Yan Han, Xiaogang Xu, Jiafei Wu, Chong Wang, Zhe Liu",May 2024,https://arxiv.org/abs/2405.15343
Safety Alignment for Vision Language Models,"Zhendong Liu, Yuanbi Nie, Yingshui Tan, Xiangyu Yue, Qiushi Cui, Chongjun Wang, Xiaoyong Zhu, Bo Zheng",May 2024,https://arxiv.org/abs/2405.13581
ConTrans: Weak-to-Strong Alignment Engineering via Concept Transplantation,"Weilong Dong, Xinwei Wu, Renren Jin, Shaoyang Xu, Deyi Xiong",May 2024,https://arxiv.org/abs/2405.13578
Spotting AI's Touch: Identifying LLM-Paraphrased Spans in Text,"Yafu Li, Zhilin Wang, Leyang Cui, Wei Bi, Shuming Shi, Yue Zhang",May 2024,https://arxiv.org/abs/2405.12689
MarkLLM: An Open-Source Toolkit for LLM Watermarking,"Leyi Pan, Aiwei Liu, Zhiwei He, Zitian Gao, Xuandong Zhao, Yijian Lu, Binglin Zhou, Shuliang Liu, Xuming Hu, Lijie Wen, Irwin King, Philip S. Yu",May 2024,https://arxiv.org/abs/2405.10051
LoRA Learns Less and Forgets Less,"Dan Biderman, Jacob Portes, Jose Javier Gonzalez Ortiz, Mansheej Paul, Philip Greengard, Connor Jennings, Daniel King, Sam Havens, Vitaliy Chiley, Jonathan Frankle, Cody Blakeney, John P. Cunningham",May 2024,https://arxiv.org/abs/2405.09673
Exposing AI-generated Videos: A Benchmark Dataset and a Local-and-Global Temporal Defect Based Detection Method,"Peisong He, Leyao Zhu, Jiaxing Li, Shiqi Wang, Haoliang Li",May 2024,https://arxiv.org/abs/2405.04133
Can LLMs Deeply Detect Complex Malicious Queries? A Framework for Jailbreaking via Obfuscating Intent,"Shang Shang, Xinqiang Zhao, Zhongjiang Yao, Yepeng Yao, Liya Su, Zijing Fan, Xiaodan Zhang, Zhengwei Jiang",May 2024,https://arxiv.org/abs/2405.03654
When LLMs Meet Cybersecurity: A Systematic Literature Review,"Jie Zhang, Haoyu Bu, Hui Wen, Yongji Liu, Haiqiang Fei, Rongrong Xi, Lun Li, Yun Yang, Hongsong Zhu, Dan Meng",May 2024,https://arxiv.org/abs/2405.03644
Evaluating and Mitigating Linguistic Discrimination in Large Language Models,"Guoliang Dong, Haoyu Wang, Jun Sun, Xinyu Wang",Apr 2024,https://arxiv.org/abs/2404.18534
AdvLoRA: Adversarial Low-Rank Adaptation of Vision-Language Models,"Yuheng Ji, Yue Liu, Zhicheng Zhang, Zhao Zhang, Yuting Zhao, Gang Zhou, Xingwei Zhang, Xinwang Liu, Xiaolong Zheng",Apr 2024,https://arxiv.org/abs/2404.13425
Uncovering Safety Risks of Large Language Models through Concept Activation Vector,"Zhihao Xu, Ruixuan Huang, Changyu Chen, Xiting Wang",Apr 2024,https://arxiv.org/abs/2404.12038
Unveiling the Misuse Potential of Base Large Language Models via In-Context Learning,"Xiao Wang, Tianze Chen, Xianjun Yang, Qi Zhang, Xun Zhao, Dahua Lin",Apr 2024,https://arxiv.org/abs/2404.10552
Learn to Disguise: Avoid Refusal Responses in LLM's Defense via a Multi-agent Attacker-Disguiser Game,"Qianqiao Xu, Zhiliang Tian, Hongyan Wu, Zhen Huang, Yiping Song, Feng Liu, Dongsheng Li",Apr 2024,https://arxiv.org/abs/2404.02532
The TESCREAL bundle: Eugenics and the promise of utopia through artificial general intelligence,"Timnit Gebru, Emile P. Torres",Apr 2024,https://doi.org/10.5210/fm.v29i4.13636
Are Watermarks Bugs for Deepfake Detectors? Rethinking Proactive Forensics,"Xiaoshuai Wu, Xin Liao, Bo Ou, Yuling Liu, Zheng Qin",Apr 2024,https://arxiv.org/abs/2404.17867
V2A-Mark: Versatile Deep Visual-Audio Watermarking for Manipulation Localization and Copyright Protection,"Xuanyu Zhang, Youmin Xu, Runyi Li, Jiwen Yu, Weiqi Li, Zhipei Xu, Jian Zhang",Apr 2024,https://arxiv.org/abs/2404.16824
Detecting and Mitigating Hallucination in Large Vision Language Models via Fine-Grained AI Feedback,"Wenyi Xiao, Ziwei Huang, Leilei Gan, Wanggui He, Haoyuan Li, Zhelun Yu, Fangxun Shu, Hao Jiang, Linchao Zhu",Apr 2024,https://arxiv.org/abs/2404.14233
Mechanistic Interpretability for AI Safety -- A Review,"Leonard Bereska, Efstratios Gavves",Apr 2024,https://arxiv.org/abs/2404.14082
Beyond Human Norms: Unveiling Unique Values of Large Language Models through Interdisciplinary Approaches,"Pablo Biedma, Xiaoyuan Yi, Linus Huang, Maosong Sun, Xing Xie",Apr 2024,https://arxiv.org/abs/2404.12744
SOPHON: Non-Fine-Tunable Learning to Restrain Task Transferability For Pre-trained Models,"Jiangyi Deng, Shengyuan Pang, Yanjiao Chen, Liangming Xia, Yijie Bai, Haiqin Weng, Wenyuan Xu",Apr 2024,https://arxiv.org/abs/2404.12699
Is DPO Superior to PPO for LLM Alignment? A Comprehensive Study,"Shusheng Xu, Wei Fu, Jiaxuan Gao, Wenjie Ye, Weilin Liu, Zhiyu Mei, Guangju Wang, Chao Yu, Yi Wu",Apr 2024,https://arxiv.org/abs/2404.10719
Foundational Challenges in Assuring Alignment and Safety of Large Language Models,"Usman Anwar, Abulhair Saparov, Javier Rando, Daniel Paleka, Miles Turpin, Peter Hase, Ekdeep Singh Lubana, Erik Jenner, Stephen Casper, Oliver Sourbut, Benjamin L. Edelman, Zhaowei Zhang, Mario Günther, Anton Korinek, Jose Hernandez-Orallo, Lewis Hammond, Eric Bigelow, Alexander Pan, Lauro Langosco, Tomasz Korbak, Heidi Zhang, Ruiqi Zhong, Seán Ó hÉigeartaigh, Gabriel Recchia, Giulio Corsi, Alan Chan, Markus Anderljung, Lilian Edwards, Aleksandar Petrov, Christian Schroeder de Witt, Sumeet Ramesh Motwan, Yoshua Bengio, Danqi Chen, Philip H.S. Torr, Samuel Albanie, Tegan Maharaj, Jakob Foerster, Florian Tramer, He He, Atoosa Kasirzadeh, Yejin Choi, David Krueger",Apr 2024,https://arxiv.org/abs/2404.09932
High-Dimension Human Value Representation in Large Language Models,"Samuel Cahyawijaya, Delong Chen, Yejin Bang, Leila Khalatbari, Bryan Wilie, Ziwei Ji, Etsuko Ishii, Pascale Fung",Apr 2024,https://arxiv.org/abs/2404.07900
Eraser: Jailbreaking Defense in Large Language Models via Unlearning Harmful Knowledge,"Weikai Lu, Ziqian Zeng, Jianwei Wang, Zhengdong Lu, Zelin Chen, Huiping Zhuang, Cen Chen",Apr 2024,https://arxiv.org/abs/2404.05880
Jailbreaking Prompt Attack: A Controllable Adversarial Attack against Diffusion Models,"Jiachen Ma, Anda Cao, Zhiqing Xiao, Yijiang Li, Jie Zhang, Chao Ye, Junbo Zhao",Apr 2024,https://arxiv.org/abs/2404.02928
Masked Completion via Structured Diffusion with White-Box Transformers,"Druv Pai, Ziyang Wu, Sam Buchanan, Yaodong Yu, Yi Ma",Apr 2024,https://arxiv.org/abs/2404.02446
What is in Your Safe Data? Identifying Benign Data that Breaks Safety,"Luxi He, Mengzhou Xia, Peter Henderson",Apr 2024,https://arxiv.org/abs/2404.01099v2
Is Factuality Decoding a Free Lunch for LLMs? Evaluation on Knowledge Editing Benchmark,"Baolong Bi, Shenghua Liu, Yiwei Wang, Lingrui Mei, Junfeng Fang, Hongcheng Gao, Shiyu Ni, Xueqi Cheng",Apr 2024,https://arxiv.org/abs/2404.00216
Universal Jailbreak Backdoors from Poisoned Human Feedback,"Javier Rando, Florian Tramèr",Apr 2024,https://arxiv.org/abs/2311.14455
Improving the Robustness of Large Language Models via Consistency Alignment,"Yukun Zhao, Lingyong Yan, Weiwei Sun, Guoliang Xing, Shuaiqiang Wang, Chong Meng, Zhicong Cheng, Zhaochun Ren, Dawei Yin",Mar 2024,https://arxiv.org/pdf/2403.14221
AdaShield: Safeguarding Multimodal Large Language Models from Structure-based Attack via Adaptive Shield Promptingg,"Yu Wang, Xiaogeng Liu, Yu Li, Muhao Chen, Chaowei Xiao",Mar 2024,https://arxiv.org/abs/2403.09513
AIGCs Confuse AI Too: Investigating and Explaining Synthetic Image-induced Hallucinations in Large Vision-Language Models,"Yifei Gao, Jiaqi Wang, Zhiyu Lin, Jitao Sang",Mar 2024,https://arxiv.org/abs/2403.08542
Distract Large Language Models for Automatic Jailbreak Attack,"Zeguan Xiao, Yan Yang, Guanhua Chen, Yun Chen",Mar 2024,https://arxiv.org/abs/2403.08424
CodeAttack: Revealing Safety Generalization Challenges of Large Language Models via Code Completion,"Qibing Ren, Chang Gao, Jing Shao, Junchi Yan, Xin Tan, Wai Lam, Lizhuang Ma",Mar 2024,https://arxiv.org/abs/2403.07865
ImgTrojan: Jailbreaking Vision-Language Models with ONE Image,"Xijia Tao, Shuai Zhong, Lei Li, Qi Liu, Lingpeng Kong",Mar 2024,https://arxiv.org/abs/2403.02910
Gradient Cuff: Detecting Jailbreak Attacks on Large Language Models by Exploring Refusal Loss Landscapes,"Xiaomeng Hu, Pin-Yu Chen, Tsung-Yi Ho",Mar 2024,https://arxiv.org/abs/2403.00867
Sparse Feature Circuits: Discovering and Editing Interpretable Causal Graphs in Language Models,"Samuel Marks, Can Rager, Eric J. Michaud, Yonatan Belinkov, David Bau, Aaron Mueller",Mar 2024,https://arxiv.org/pdf/2403.19647
SelfIE: Self-Interpretation of Large Language Model Embeddings,"Haozhe Chen, Carl Vondrick, Chengzhi Mao",Mar 2024,https://arxiv.org/pdf/2403.10949
Compositional preferences models for aligning LMs,"Dongyoung Go, Tomasz Korbak, German Kruszewski, Jos Rozen, Marc Dymetman",Mar 2024,https://arxiv.org/pdf/2310.13011
Discovering Latent Knowledge in Language Models Without Supervision,"Collin Burns, Haotian Ye, Dan Klein, Jacob Steinhardt",Mar 2024,https://arxiv.org/pdf/2212.03827
Detoxifying Large Language Models via Knowledge Editing,"Mengru Wang, Ningyu Zhang, Ziwen Xu, Zekun Xi, Shumin Deng, Yunzhi Yao, Qishen Zhang, Linyi Yang, Jindong Wang, Huajun Chen",Mar 2024,https://arxiv.org/abs/2403.14472
Can ChatGPT Detect DeepFakes? A Study of Using Multimodal Large Language Models for Media Forensics,"Shan Jia, Reilin Lyu, Kangran Zhao, Yize Chen, Zhiyuan Yan, Yan Ju, Chuanbo Hu, Xin Li, Baoyuan Wu, Siwei Lyu",Mar 2024,https://arxiv.org/abs/2403.14077
"OpenEval: Benchmarking Chinese LLMs across Capability, Alignment and Safety","Chuang Liu, Linhao Yu, Jiaxuan Li, Renren Jin, Yufei Huang, Ling Shi, Junhui Zhang, Xinmeng Ji, Tingting Cui, Tao Liu, Jinwang Song, Hongying Zan, Sun Li, Deyi Xiong",Mar 2024,https://arxiv.org/abs/2403.12316
Ensuring Safe and High-Quality Outputs: A Guideline Library Approach for Language Models,"Yi Luo, Zhenghao Lin, Yuhao Zhang, Jiashuo Sun, Chen Lin, Chengjin Xu, Xiangdong Su, Yelong Shen, Jian Guo, Yeyun Gong",Mar 2024,https://arxiv.org/abs/2403.11838
Learning to Watermark LLM-generated Text via Reinforcement Learning,"Xiaojun Xu, Yuanshun Yao, Yang Liu",Mar 2024,https://arxiv.org/abs/2403.10553
Safety Cases: How to Justify the Safety of Advanced AI Systems,"Joshua Clymer, Nick Gabrieli, David Krueger, Thomas Larsen",Mar 2024,https://arxiv.org/abs/2403.10462
Simple and Scalable Strategies to Continually Pre-train Large Language Models,"Adam Ibrahim, Benjamin Thérien, Kshitij Gupta, Mats L. Richter, Quentin Anthony, Timothée Lesort, Eugene Belilovsky, Irina Rish",Mar 2024,https://arxiv.org/abs/2403.08763
HRLAIF: Improvements in Helpfulness and Harmlessness in Open-domain Reinforcement Learning From AI Feedback,"Ang Li, Qiugen Xiao, Peng Cao, Jian Tang, Yi Yuan, Zijie Zhao, Xiaoyuan Chen, Liang Zhang, Xiangyang Li, Kaitong Yang, Weidong Guo, Yukang Gan, Xu Yu, Daniell Wang, Ying Shan",Mar 2024,https://arxiv.org/abs/2403.08309
Emergence of Social Norms in Generative Agent Societies: Principles and Architecture,"Siyue Ren, Zhiyao Cui, Ruiqi Song, Zhen Wang, Shuyue Hu",Mar 2024,https://arxiv.org/abs/2403.08251
Defending Against Unforeseen Failure Modes with Latent Adversarial Training,"Stephen Casper, Lennart Schulze, Oam Patel, Dylan Hadfield-Menell",Mar 2024,https://arxiv.org/abs/2403.05030
On the Essence and Prospect: An Investigation of Alignment Approaches for Big Models,"Xinpeng Wang, Shitong Duan, Xiaoyuan Yi, Jing Yao, Shanlin Zhou, Zhihua Wei, Peng Zhang, Dongkuan Xu, Maosong Sun, Xing Xie",Mar 2024,https://arxiv.org/abs/2403.04204
Negating Negatives: Alignment without Human Positive Samples via Distributional Dispreference Optimization,"Shitong Duan, Xiaoyuan Yi, Peng Zhang, Yan Liu, Zheng Liu, Tun Lu, Xing Xie, Ning Gu",Mar 2024,https://arxiv.org/abs/2403.03419
In-Context Sharpness as Alerts: An Inner Representation Perspective for Hallucination Mitigation,"Shiqi Chen, Miao Xiong, Junteng Liu, Zhengxuan Wu, Teng Xiao, Siyang Gao, Junxian He",Mar 2024,https://arxiv.org/abs/2403.01548
GuardT2I: Defending Text-to-Image Models from Adversarial Prompts,"Yijun Yang, Ruiyuan Gao, Xiao Yang, Jianyuan Zhong, Qiang Xu",Mar 2024,https://arxiv.org/abs/2403.01446
DiaHalu: A Dialogue-level Hallucination Evaluation Benchmark for Large Language Modelss,"Kedi Chen, Qin Chen, Jie Zhou, Yishen He, Liang He",Mar 2024,https://arxiv.org/abs/2403.00896
PRSA: PRompt Stealing Attacks against Large Language Models,"Yong Yang, Changjiang Li, Yi Jiang, Xi Chen, Haoyu Wang, Xuhong Zhang, Zonghui Wang, Shouling Ji",Feb 2024,https://arxiv.org/abs/2402.19200
Making Them Ask and Answer: Jailbreaking Large Language Models in Few Queries via Disguise and Reconstruction,"Tong Liu, Yingjie Zhang, Zhe Zhao, Yinpeng Dong, Guozhu Meng, Kai Chen",Feb 2024,https://arxiv.org/abs/2402.18104
Speak Out of Turn: Safety Vulnerability of Large Language Models in Multi-turn Dialoguee,"Zhenhong Zhou, Jiuyang Xiang, Haopeng Chen, Quan Liu, Zherui Li, Sen Su",Feb 2024,https://arxiv.org/abs/2402.17262
CodeChameleon: Personalized Encryption Framework for Jailbreaking Large Language Models,"Huijie Lv, Xiao Wang, Yuansen Zhang, Caishuang Huang, Shihan Dou, Junjie Ye, Tao Gui, Qi Zhang, Xuanjing Huang",Feb 2024,https://arxiv.org/abs/2402.16717
From Noise to Clarity: Unraveling the Adversarial Suffix of Large Language Model Attacks via Translation of Text Embeddings,"Hao Wang, Hao Li, Minlie Huang, Lei Sha",Feb 2024,https://arxiv.org/abs/2402.16006
